Title,Address,Link
MacKenzie King Estate,"MACKENZIE KING ROAD, GATINEAU PARKCHELSEA, Quebec J9B 1H7 Canada",https://ncc-ccn.gc.ca/places/mackenzie-king-estate
MacKlin & District Museum,"5002 HERALD STREETMACKLIN, Saskatchewan S0L 2C0 Canada",https://www.tourismsaskatchewan.com/listings/764/macklin-and-district-museum
MacLachlan Woodworking Museum,"GRASS CREEK PARK, 2993 HIGHWAY 2 EASTKINGSTON, Ontario K7L 4V1 Canada",https://www.woodworkingmuseum.ca/
MacLaren Art Centre,"37 MULCASTER STREETBARRIE, Ontario L4M 3M2 Canada",https://maclarenart.com/
MacNaught History Centre & Archives (Wyatt Heritage Properties),"75 SPRING STREETSUMMERSIDE, Prince Edward Island C1N 3E5 Canada",http://culturesummerside.com/macnaught-history-centre/
MacPhail Homestead | Sir Andrew MacPhail Foundation,"271 MACPHAIL PARK ROADVERNON BRIDGE, Prince Edward Island C0A 2E0 Canada",https://macphailhomestead.ca/
MacPhee House Community Museum,"22404 NOVA SCOTIA TRUNK 7SHEET HARBOUR, Nova Scotia B0J 3B0 Canada",https://www.facebook.com/macpheehouse/
Macrorie Heritage Society & Museum,"16 KM NORTH WEST OF GARDINER DAM & LAKE DIEFENBAKERMACRORIE, Saskatchewan S0L 2E0 Canada",https://www.tourismsaskatchewan.com/listings/770/macrorie-school-heritage--museum-society-inc
Madonna House,"2888 DAFOE ROADCOMBERMERE, Ontario K0J 1L0 Canada",http://www.madonnahouse.org/
Magasin Hyman,"GRANDE-GRAVE, FORILLON NATIONAL PARKGASPÉ, Quebec G4X 1A9 Canada",https://www.pc.gc.ca/fr/pn-np/qc/forillon/activ/sites#hyman
Magnetawan Heritage Centre,"BOX 70, HIGHWAY 520 (AT BIDDY STREET AT THE MAGNETAWAN LOCKS)MAGNETAWAN, Ontario P0A 1P0 Canada",https://magnetawan.com/explore/places-to-visit/museums/heritage-centre
Magnetic Hill Zoo,"125 MAGIC MOUNTAIN ROADMONCTON, New Brunswick E1G 4V7 Canada",https://www.moncton.ca/magnetichillzoo
Mahone Bay Museum (Mahone Bay Founders Society),"578 MAIN STREETMAHONE BAY, Nova Scotia B0J 2E0 Canada",https://mahonebaymuseum.com/
"Maidstone Museum & Pioneer Village, The","4TH STREET EAST, DELFRARI PARKMAIDSTONE, Saskatchewan S0M 1M0 Canada",http://maidstonemuseum.weebly.com/
Mainland South Heritage Society,"221-339 HERRING COVE ROADHALIFAX, Nova Scotia B3R 1V5 Canada",http://mshshistory.com/
Maison de la culture Ahuntsic-Cartierville,"10300, RUE LAJEUNESSE, 1ER ÉTAGEMONTRÉAL, Quebec H3L 2E5 Canada",http://mcahuntsic.com/
Maison de la culture Claude-Henri-Grignon (Société d'histoire de la Rivière-du-Nord),"101, PLACE DU CURÉ-LABELLESAINT-JERÔME, Quebec J7Z 1X6 Canada",https://www.bonjourquebec.com/fr-ca/fiche/quoi-faire/visites-et-patrimoine/musees-et-sites-historiques/lespace-claude-henri-grignon-385704881
Maison de la culture Côte-des-Neiges,"5290, CHEMIN DE LA CÔTE-DES-NEIGESMONTRÉAL, Quebec H3T 1Y2 Canada",http://ville.montreal.qc.ca/culture/en/maison-de-la-culture-de-cote-des-neiges
Maison de la culture de Pointe-aux-Trembles,"14001, RUE NOTRE-DAME ESTMONTRÉAL, Quebec H1A 1T9 Canada",http://ville.montreal.qc.ca/culture/en/maison-de-la-culture-pointe-aux-trembles
Maison de la culture du Plateau-Mont-Royal,"465, AVENUE DU MONT-ROYAL ESTMONTRÉAL, Quebec H2J 1W3 Canada",https://montreal.ca/lieux/maison-de-la-culture-du-plateau-mont-royal
Maison de la culture Frontenac,"2550, RUE ONTARIO ESTMONTRÉAL, Quebec H2K 1W7 Canada",http://ville.montreal.qc.ca/culture/en/maison-de-la-culture-frontenac
Maison de la culture Marie-Uguay,"6052, BOULEVARD MONKMONTRÉAL, Quebec H4E 3H6 Canada",https://montreal.ca/lieux/maison-de-la-culture-marie-uguay
Maison de la culture Mercier,"8105, RUE HOCHELAGAMONTRÉAL, Quebec H1L 2K9 Canada",http://ville.montreal.qc.ca/culture/en/maison-de-la-culture-mercier
Maison de la culture Notre-Dame-de-Grâce,"3755, RUE BOTRELMONTRÉAL, Quebec H4A 3G8 Canada",http://ville.montreal.qc.ca/culture/en/maison-de-la-culture-de-notre-dame-de-grace
Maison de la culture Roland-Jomphe,"957, RUE DE LA BERGEHAVRE-SAINT-PIERRE, Quebec G0G 1P0 Canada",https://tourismecote-nord.com/membres/culture-et-decouverte/musees-et-centres-dinterpretation/maison-de-la-culture-roland-jomphe/
Maison de la culture Rosemont-Petite-Patrie,"6707, AVENUE DE LORIMIERMONTRÉAL, Quebec H2G 2P8 Canada",http://ville.montreal.qc.ca/culture/en/maison-de-la-culture-rosemont-la-petite-patrie
Maison de nos Aïeux,"2485, CHEMIN ROYALSAINTE-FAMILLE, Quebec G0A 3P0 Canada",https://www.fondationfrancoislamy.com/fr
Maison des cultures amérindiennes,"510 MONTÉE DES TRENTEMONT-SAINT HILAIRE, Quebec J3H 2R8 Canada",https://www.maisonamerindienne.com/
Maison des Gouverneurs,"90 CHEMIN DES PATRIOTESSOREL, Quebec J3P 2K7 Canada",https://www.ville.sorel-tracy.qc.ca/maison-des-gouverneurs.html
Maison des Jésuites de Sillery,"2320 CHEMIN DU FOULONSILLERY, Quebec G1T 1X4 Canada",http://www.maisonsdupatrimoine.com/fr/patrimoine-et-architecture/maisons-des-jesuites-de-sillery.html
Maison Dr Joseph-Frenette,"53, RUE ST-JACQUES SUDCAUSAPSCAL, Quebec G0J 1J0 Canada",https://www.bonjourquebec.com/en/listing/things-to-do/heritage-sites-and-attractions/museums-and-historic-sites/maison-et-collection-dr-joseph-frenette-80237834
Maison Drouin,"2958, CHEMIN ROYALSAINTE-FAMILLE, Quebec G0A 3P0 Canada",https://www.fondationfrancoislamy.com/fr
Maison du Frère-Moffet,"7 RUE NOTRE-DAME-DE-LOURDESVILLE-MARIE, Quebec J9V 1X7 Canada",https://www.maisondufreremoffet.com/
Maison du Granit,"301, ROUTE DU MORNELAC-DROLET, Quebec G0Y 1C0 Canada",https://maisondugranit.ca/
Maison du Notaire,"168 RUE NOTRE DAME ESTTROIS-PISTOLES, Quebec G0L 4K0 Canada",http://www.maisondunotaire.ca/
Maison du Village - Centre d'exposition de Val-David,"2495, RUE DE L'ÉGLISEVAL-DAVID, Quebec J0T 2N0 Canada",http://www.culture.val-david.qc.ca/
Maison Dumulon (Corporation),"191, AVENUE DU LACROUYN-NORANDA, Quebec J9X 5C3 Canada",https://www.facebook.com/maisondumulon
Maison Ephraïm-Bédard,"7655, CHEMIN SAMUELQUÉBEC, Quebec G1H 7H4 Canada",http://www.maisonsdupatrimoine.com/fr/patrimoine-et-architecture/maison-ephraim-bedard.html
Maison et atelier Rodolphe-Duguay,"195, RANG SAINT-ALEXISNICOLET, Quebec J3T 1T5 Canada",http://www.rodolpheduguay.com/
"Maison Gabrielle-Roy, La","375 RUE DESCHAMBAULTWINNIPEG, Manitoba R2H 0J9 Canada",https://www.maisongabrielleroy.mb.ca/
Maison Girardin,"600, AVENUE ROYALEQUÉBEC, Quebec G1E 6Y9 Canada",https://www.bonjourquebec.com/en-ca/listing/things-to-do/heritage-sites-and-attractions/museums-and-historic-sites/maison-girardin-1171377
Maison Hamel-Bruneau,"2608 CHEMIN SAINT-LOUISQUÉBEC, Quebec G1W 1N2 Canada",http://www.maisonsdupatrimoine.com/fr/coordonnes/maison-hamel-bruneau.html
Maison historique Chevalier,"50, RUE DU MARCHÉ-CHAMPLAINQUÉBEC, Quebec G1K 4R1 Canada",https://www.mcq.org/fr/informations/mhc
Maison Historique Pierre-Lacroix,"552 RUE NOTRE-DAME NORDSAINTE-MARIE, Quebec G6E 2K9 Canada",http://www.maisonpierrelacroix.com/
Maison J.-A. Vachon,"383 AVENUE ROSE-ANNA-GIROUXSAINTE-MARIE, Quebec G6E 3X5 Canada",http://maisonjavachon.com/
Maison LePailleur,"54, BOULEVARD SALABERRY SUDCHATEAUGUAY, Quebec J6J 4J3 Canada",http://maisonlepailleur.ca/
Maison Médard-Bourgault,"322 RUE DE GASPÉ OUESTSAINT-JEAN-PORT-JOLI, Quebec G0R 3G0 Canada",https://www.facebook.com/Mus%C3%A9e-M%C3%A9dard-Bourgault-1525289641027943/
Maison nationale des Patriotes,"610, CHEMIN DES PATRIOTESSAINT-DENIS-SUR-RICHELIEU, Quebec J0H 1K0 Canada",http://www.mndp.qc.ca/
"Maison Nivard-De Saint-Dizier, musée et site archéologique","7244, BOULEVARD LASALLEVERDUN, Quebec H4H 1R4 Canada",https://maisonnivard-de-saint-dizier.com/
Maison Rosalie-Cadron,"1997, RUE NOTRE-DAMELAVALTRIE, Quebec J5T 1S6 Canada",http://maisonrosaliecadron.org/category/musee/
Maison Saint-Gabriel,"2146, PLACE DUBLINMONTRÉAL, Quebec H3K 2A2 Canada",https://www.maisonsaintgabriel.ca/
Maison Tsawenhohi,"180 RUE DU CHÂTEAU-D-EAUWENDAKE, Quebec G0A 4V0 Canada",https://tourismewendake.ca/activite/maison-tsawenhohi/
Makwa Lake Provincial Park,"NORTH WEST OF LOON LAKE, 60 KM WEST OF MEADOW LAKE OR 170 KM NORTH OF NORTH BATTLEFORDLOON LAKE, Saskatchewan S0M 1L0 Canada",https://www.tourismsaskatchewan.com/provincialpark/917/makwa-lake-provincial-park#sort=relevancy
Malagash Salt Miners' Museum,"1926 NORTH SHORE ROADMALAGASH, Nova Scotia B0K 1E0 Canada",https://www.novascotia.com/see-do/attractions/malagash-salt-mine-museum/1485
Manitoba Agricultural Hall of Fame Inc.,"1175 18TH STREET #1BRANDON, Manitoba R7A 7C5 Canada",http://www.manitobaaghalloffame.com/
Manitoba Agricultural Museum,"PROVINCIAL TRUNK HIGHWAY 34AUSTIN, Manitoba R0H 0C0 Canada",http://mbagmuseum.ca/
Manitoba Amateur Radio Museum Inc.,"2.4 KM SOUTH OF HIGHWAY #1 ON HIGHWAY #34AUSTIN, Manitoba R0H 0C0 Canada",http://www.marminc.ca/
Manitoba Antique Automobile Museum,"TRANS CANADA HIGHWAYELKHORN, Manitoba R0M 0N0 Canada",http://mbautomuseum.com/
Manitoba Baseball Hall of Fame & Museum,"111C GILMOUR STREETMORDEN, Manitoba R6M 1N9 Canada",https://mbhof.ca/
Manitoba Children's Museum,"45 FORKS MARKET ROADWINNIPEG, Manitoba R3C 4T6 Canada",https://childrensmuseum.com/
Manitoba Crafts Museum and Library,"1-329 CUMBERLAND AVENUEWINNIPEG, Manitoba R3C 1S6 Canada",https://c2centreforcraft.ca/
Manitoba Dairy Museum,"3RD STREETST. CLAUDE, Manitoba R0G 1Z0 Canada",http://www.museumsmanitoba.com/en/find-a-museum-by-name/details/66
Manitoba Electrical Museum Inc.,"680 HARROW STREETWINNIPEG, Manitoba R3M 3A3 Canada",https://www.manitobaelectricalmuseum.ca/
Manitoba Genealogical Society Inc.,"1045 ST. JAMES STREETWINNIPEG, Manitoba R3H 1B1 Canada",https://mbgenealogy.com/
Manitoba Historical Society Ross House Museum,"140 MEADE STREET NORTHWINNIPEG, Manitoba R2W 3K4 Canada",http://www.sevenoakshouse.ca/ross-house-museum.html
Manitoba Hockey Hall of Fame & Museum,"BELL/MTS ICEPLEX, 3969 PORTAGE AVENUE, 2ND FLOORWINNIPEG, Manitoba R3C 5S5 Canada",http://www.mbhockeyhalloffame.ca/
Manitoba Indigenous Cultural Education Centre Inc.,"119 SUTHERLAND AVENUEWINNIPEG, Manitoba R2W 3C9 Canada",https://www.micec.com/
Manitoba Sports Hall of Fame,"145 PACIFIC AVENUEWINNIPEG, Manitoba R3B 2Z6 Canada",https://www.sportmanitoba.ca/hall-of-fame/
Mann Art Gallery,"142 12TH STREET WESTPRINCE ALBERT, Saskatchewan S6V 3B5 Canada",https://www.mannartgallery.ca/
Manning Park Visitor Centre,"7500 HIGHWAY #3MANNING PARK, British Columbia V0H 1R0 Canada",https://manningpark.com/visitor-centre/
Manoir Mauvide-Genest,"4818, CHEMIN ROYALSAINT-JEAN, Quebec G0A 3W0 Canada",https://www.manoirmauvidegenest.com/
Manoir seigneurial Fraser,"32, RUE FRASERRIVIÈRE-DU-LOUP, Quebec G5R 3Z1 Canada",https://www.manoirfraser.com/
Manor Museum,"NEWCOMBE STREETMANOR, Saskatchewan S0C 1R0 Canada",https://www.tourismsaskatchewan.com/listings/1234/manor-museum
Maple Ridge and Pitt Meadows Arts Council,"11944 HANEY PLACEMAPLE RIDGE, British Columbia V2X 6G1 Canada",https://theactmapleridge.org/
Maple Ridge Museum (Maple Ridge Historical Society),"22520 116TH AVENUEMAPLE RIDGE, British Columbia V2X 0S4 Canada",http://mapleridgemuseum.org/
Maplewood Farm,"405 SEYMOUR RIVER PLACENORTH VANCOUVER, British Columbia V7H 1S6 Canada",https://maplewoodfarm.bc.ca/
Margaree Salmon Museum,"60 EAST BIG INTERVALE ROADNORTH EAST MARGAREE, Nova Scotia B0E 2H0 Canada",https://margareesalmonmuseum.wordpress.com/
Margaret Fawcett Norrie Heritage Centre (Creamery Square Heritage Society),"39 CREAMERY ROADTATAMAGOUCHE, Nova Scotia B0K 1V0 Canada",https://www.creamerysquare.ca/museum/
Margaret Laurence Home,"312 1 AVENUENEEPAWA, Manitoba R0J 1H0 Canada",https://www.travelmanitoba.com/listings/margaret-laurence-home-(phs)/3615/
Marguerite Bourgeoys Museum,"400 SAINT PAUL STREET EASTMONTRÉAL, Quebec H2Y 1H4 Canada",https://margueritebourgeoys.org/musee/
Marianne van Silfhout Gallery at St. Lawrence College,"2288 PARDALE AVENUEBROCKVILLE, Ontario K6V 5X3 Canada",https://www.stlawrencecollege.ca/campuses-and-services/campus-services/marianne-van-silfhout-gallery/
Marine Museum of Manitoba,"490 EVELINE STREETSELKIRK, Manitoba R1A 2B1 Canada",http://marinemuseum.ca/
Marine Museum of the Great Lakes At Kingston,"53 YONGE STREETKINGSTON, Ontario K7M 6G4 Canada",http://www.marmuseum.ca/
Mariners Park Museum,"2065 COUNTRY ROAD 13SOUTH BAY, Ontario K0K 2P0 Canada",https://www.thecounty.ca/residents/services/museums/mariners-park-museum/
Maritime Conference Archives,"21 WRIGHT STREETSACKVILLE, New Brunswick E4L 4P8 Canada",https://search.canbarchives.ca/maritime-conference-archives
Maritime Heritage Centre (Campbell River Maritime Heritage Society),"621 ISLAND HIGHWAYCAMPBELL RIVER, British Columbia V9W 0B7 Canada",https://www.maritimeheritagecentre.ca/
Maritime History Archive,"230 ELIZABETH AVENUE, HENRIETTA HARVEY BUILDING, MEMORIAL UNIVERSITYST. JOHN'S, Newfoundland & Labrador A1A 5S7 Canada",https://www.mun.ca/mha/
Maritime Museum of British Columbia,"634 HUMBOLDT STREETVICTORIA, British Columbia V8W 1A4 Canada",https://mmbc.bc.ca/
Maritime Museum of the Atlantic,"1675 LOWER WATER STREETHALIFAX, Nova Scotia B3J 1S3 Canada",https://maritimemuseum.novascotia.ca/
Markerville Creamery Museum (Stephan G. Stephansson Icelandic Society),"114 CREAMERY WAYMARKERVILLE, Alberta T0M 1M0 Canada",http://www.historicmarkerville.com/our-sites.html
Market Gallery | City of Toronto,"95 FRONT STREET EAST, 2ND FLOOR, ST. LAWRENCE MARKETTORONTO, Ontario M5E 1C2 Canada",https://www.toronto.ca/explore-enjoy/history-art-culture/museums/market-gallery/
Markham Museum,"9350 MARKHAM ROADMARKHAM, Ontario L3P 3J3 Canada",https://www.markhammuseum.ca
Markin House Museum (Coquitlam Heritage Society),"1116 BRUNETTE AVENUECOQUITLAM, British Columbia V3K 1G2 Canada",https://www.coquitlamheritage.ca/
Marsh Historical Collection,"80 RICHMOND STREETAMHERSTBURG, Ontario N9V 1E9 Canada",http://www.marshcollection.org/
Marten River Provincial Park Logging Museum,"2860 HIGHWAY 11 NORTHMARTEN RIVER, Ontario P0H 1T0 Canada",https://www.ontarioparks.com/park/martenriver
Martha Street Studio,"11 MARTHA STREETWINNIPEG, Manitoba R3B 1A2 Canada",http://www.printmakers.mb.ca/
Martyrs' Shrine,"16163 HIGHWAY 12 WESTMIDLAND, Ontario L4R 4K6 Canada",https://martyrs-shrine.com/
Mary March Provincial Museum,"24 ST. CATHERINE STREETGRAND-FALLS-WINDSOR, Newfoundland & Labrador A2A 1X3 Canada",https://www.newfoundlandlabrador.com/plan-and-book/attractions/212057
Maryboro Lodge: The Fenelon Museum,"50 OAK STREETFENELON FALLS, Ontario K0M 1N0 Canada",http://www.maryboro.ca/
Marystown Heritage-Museum Corporation,"283 VILLE MARIE DRIVEMARYSTOWN, Newfoundland & Labrador A0E 2M0 Canada",http://www.manl.nf.ca/index.php/newfoundland-labrador-museums/regional-listings/eastern/marystown-heritage-museum.html
Massey Area Museum,"150 SABLE STREETMASSEY, Ontario P0P 1P0 Canada",http://www.masseyareamuseum.com/
Mattawa Museum,"285 FIRST STREETMATTAWA, Ontario P0H 1V0 Canada",http://mattawamuseum.ca/
Mattawa River Visitor Centre | Samuel de Champlain Provincial Park,"6905 HIGHWAY 17 EASTMATTAWA, Ontario P0H 1V0 Canada",https://www.ontarioparks.com/park/samueldechamplain/facilities
Maude Abbott Medical Museum,"3640 UNIVERSITY STREET, STRATHCONA ANATOMY & DENTAL BUILDING, ROOM 2/38EMONTRÉAL, Quebec H3A 0C7 Canada",https://www.mcgill.ca/medicalmuseum/
McAdam Railway Station,"146 SAUNDERS ROADMCADAM, New Brunswick E6J 1L2 Canada",https://www.mcadamstation.ca/
McCord and District Museum,"537-523 RAILWAY AVENUEMCCORD, Saskatchewan S0H 2T0 Canada",http://southcentralmuseums.ca/mccord.html
McCrae House,"108 WATER STREETGUELPH, Ontario N1G 1A6 Canada",https://guelphmuseums.ca/venue/mccrae-house/
McCulloch House Museum and Genealogy Centre,"86 HALIBURTON ROADPICTOU, Nova Scotia B0K 1H0 Canada",https://mccullochcentre.ca/
McDougall Mill Museum (Renfrew and District Historical and Museum Society),"65 ARTHUR AVENUERENFREW, Ontario K7V 3S1 Canada",https://renfrewmuseum.ca/
McFarland House,"15927 NIAGARA PARKWAYNIAGARA-ON-THE-LAKE, Ontario L0S 1J0 Canada",https://www.niagaraparks.com/visit/heritage/mcfarland-house/
McGill University Archives,"3459 MCTAVISH, MCLENNAN LIBRARY BUILDING, 4TH FLOORMONTRÉAL, Quebec H3A 0C9 Canada",https://www.mcgill.ca/library/branches/mua
"McGill University Libraries, Rare Books & Special Collections","3459 MCTAVISH STREET, 4TH FLOORMONTRÉAL, Quebec H3A 0C9 Canada",https://www.mcgill.ca/library/branches/rarebooks
McIntosh Gallery | Western University,"1151 RICHMOND STREET, WESTERN UNIVERSITYLONDON, Ontario N6A 3K7 Canada",https://mcintoshgallery.ca/
McLean Mill National Historic Site,"5633 SMITH ROADPORT ALBERNI, British Columbia V9Y 8Z1 Canada",https://mcleanmill.ca/
McMaster Museum of Art,"1280 MAIN STREET WESTHAMILTON, Ontario L8S 4L6 Canada",https://museum.mcmaster.ca/
McMichael Canadian Art Collection,"10365 ISLINGTON AVENUEKLEINBURG, Ontario L0J 1C0 Canada",http://mcmichael.com/
Meadow Lake Museum,"9TH AVENUE WEST & HIGHWAY 4 SOUTHMEADOW LAKE, Saskatchewan S9X 1Y7 Canada",https://www.tourismsaskatchewan.com/listings/1205/meadow-lake--district-museum-and-tourist-information-centre
"Meaford Museum, The","111 BAYFIELD STREETMEAFORD, Ontario N4L 1N4 Canada",https://www.meaford.ca/en/explore-play/meaford-museum.aspx
Medalta in the Historic Clay District,"713 MEDALTA AVENUE SOUTHEASTMEDICINE HAT, Alberta T1A 3K9 Canada",https://medalta.org/
Meewasin Valley Centre,"MEEWASIN VALLEY AUTHORITY, 402 THIRD AVENUE SOUTHSASKATOON, Saskatchewan S7K 3G5 Canada",https://meewasin.com/2019/04/11/meewasin-valley-centre/
Melfort & District Museum,"401 MELFORT STREET WESTMELFORT, Saskatchewan S0E 1A0 Canada",http://www.melfortmuseum.org/
Melsness Mercantile Building,"INTERSECTION OF HIGHWAY 59 AND SECONDARY ROAD #723VALHALLA CENTRE, Alberta T0H 3M0 Canada",https://www.facebook.com/mercantilecafe/?utm_source=TravelAlberta-ATIS&utm_medium=TravelAlberta&utm_campaign=ATIS%20-%20Alberta%20Tourism%20Information%20Service&utm_content=Listing%2F6045%2Fen-CA
Melville Heritage Museum,"202 HERITAGE DRIVEMELVILLE, Saskatchewan S0A 2P0 Canada",http://melville.ca/p/museums
Melville Railway Museum,"MELVILLE REGIONAL PARKMELVILLE, Saskatchewan S0A 2P0 Canada",http://melville.ca/p/museums
Memorial Library and Art Gallery | Nutana Collegiate Institute,"411 11TH STREET EAST, NUTANA COLLEGIATE INSTITUTESASKATOON, Saskatchewan S7N 0E9 Canada",http://www.sknac.ca/index.php?page=GalleryDetail&id=28
Memorial University Libraries - Archives & Special Collections,"QUEEN ELIZABETH II LIBRARY, MEMORIAL UNIVERSITY, 234 ELIZABETH AVENUEST. JOHN'S, Newfoundland & Labrador A1B 3Y1 Canada",https://www.library.mun.ca/qeii/aboutus/qeiicollections/
Memorial University of Newfoundland Botanical Garden,"306 MOUNT SCIO ROADST. JOHN'S, Newfoundland & Labrador A1C 5S7 Canada",https://www.mun.ca/botgarden/
Memorial University of Newfoundland Folklore and Language Archive,"232 ELIZABETH AVENUEST. JOHN'S, Newfoundland & Labrador A1B 3X8 Canada",https://www.mun.ca/folklore/research/munfla/
Memory Lane Heritage Village (Lake Charlotte Area Heritage Society),"5435 CLAM HARBOUR ROADLAKE CHARLOTTE, Nova Scotia B0J 1Y0 Canada",https://visitmemorylane.ca/home/
Mennonite Archives of Ontario,"140 WESTMOUNT ROAD NORTHWATERLOO, Ontario N2L 3G6 Canada",https://uwaterloo.ca/mennonite-archives-ontario/
Mennonite Heritage Archives,"610 SHAFTESBURY BOULEVARDWINNIPEG, Manitoba R3P 0M4 Canada",https://www.mharchives.ca/
Mennonite Heritage Museum,"1818 CLEARBROOK ROADABBOTSFORD, British Columbia V2T 5X4 Canada",http://mennonitemuseum.org
Mennonite Heritage Village (Canada) Inc,"231 PROVINCIAL TRUNK HIGHWAY 12STEINBACH, Manitoba R5G 1T8 Canada",https://mennoniteheritagevillage.com/
"Mentoring Artists for Women's Art, Inc.","611 MAIN STREETWINNIPEG, Manitoba R3B 1E1 Canada",https://mawa.ca/
"Mercer Union, A Centre for Contemporary Art","1286 BLOOR STREET WESTTORONTO, Ontario M6H 1N9 Canada",http://www.mercerunion.org/
Merrickville Blockhouse Museum,"279 SAINT LAWRENCE STREETMERRICKVILLE, Ontario K0G 1N0 Canada",https://www.pc.gc.ca/apps/dfhd/page_nhs_eng.aspx?id=422&utm_source=gmb&utm_medium=merrickville
Merrickville Lockstation Industrial Heritage Complex,"RIDEAU CANAL OFFICE, 34A BECKWITH STREETMERRICKVILLE, Ontario K0G 1N0 Canada",https://www.pc.gc.ca/en/lhn-nhs/on/rideau?utm_source=gmb&utm_medium=rideau_lock21to23
Metchosin Museum Society,"4475 HAPPY VALLEY ROADVICTORIA, British Columbia V9C 3Z3 Canada",http://metchosinmuseum.ca/
Métis Genealogical Centre of Canada,"212 HENDERSON HIGHWAY, UNIT 3, SUITE 320WINNIPEG, Manitoba R2L 1L8 Canada",http://www.metisgcc.com/
Métis Nation of Ontario Cultural Commission,"SUITE 1100 – 66 SLATER STREETOTTAWA, Ontario K1P 5H1 Canada",http://www.metisnation.org/governance/governing-structure/mnocc-culture/
"Metro Vancouver, Regional Parks","4730 KINGSWAYBURNABY, British Columbia V5H 4J5 Canada",http://www.metrovancouver.org/services/parks/Pages/default.aspx
Mi'kmaq Association for Cultural Studies,"47 MAILLARD STREETMEMBERTOU, Nova Scotia B1S 2P5 Canada",https://www.cbu.ca/indigenous-affairs/mikmaq-resource-centre/mikmaq-resource-guide/mikmaq-organizations-acronyms/
Miami Railway Station Museum,"HIGHWAY 23MIAMI, Manitoba R0G 1H0 Canada",https://miamirailwaystationmuseum.com/
Michel-Natal-Sparwood Heritage Society,"141-B ASPEN DRIVESPARWOOD, British Columbia V0B 2G0 Canada",https://www.sparwood.ca/museum#gsc.tab=0
Michener House Museum & Archives (Lacombe and District Historical Society),"5036-51 STREETLACOMBE, Alberta T4L 1W2 Canada",https://lacombemuseum.com/locations/
Michif Métis Museum (Michif Historical And Cultural Preservation Society),"337 BERNARD ROADVAVENBY, British Columbia V0E 3A0 Canada",https://www.facebook.com/Michif-Metis-Historical-Cultural-Preservation-Society-85763330460/
Middleville & District Museum,"2130 LANARK CONCESSION 6DLANARK, Ontario K0G 1K0 Canada",http://middlevillemuseum.blogspot.com/
Milden Community Museum,"SASKATCHEWAN AVENUE AND CENTRE STREETMILDEN, Saskatchewan S0L 2L0 Canada",https://www.tourismsaskatchewan.com/listings/747/milden-community-museum
Military Communications and Electronics Museum,"95 CRAFTMAN BOULEVARDKINGSTON, Ontario K7K 7B4 Canada",https://www.candemuseum.org/
Military Communications and Electronics Museum,"95 CRAFTSMAN BOULEVARDKINGSTON, Ontario K7K 7B4 Canada",https://www.candemuseum.org/
Military Museums Library and Archives,"2500 UNIVERSITY DRIVE NORTH WESTCALGARY, Alberta T2N 1N4 Canada",https://asc.ucalgary.ca/
Mill of Kintail Conservation Area,"2854 RAMSAY CONCESSION 8ALMONTE, Ontario K0A 1A0 Canada",http://mvc.on.ca/places-to-see/mill-of-kintail/
Millbrook Cultural & Heritage Centre,"65 TREATY TRAILMILLBROOK, Nova Scotia B6L 1W3 Canada",https://www.novascotia.com/see-do/attractions/millbrook-cultural-heritage-centre/1653
"Miller Museum of Geology, The | Queens University","36 UNION STREET, MILLER HALL, QUEEN'S UNIVERSITYKINGSTON, Ontario K7L 3N6 Canada",https://www.queensu.ca/millermuseumofgeology/
Milton Blacksmith Shop Museum,"351 WEST STREETLIVERPOOL, Nova Scotia B0T 1P0 Canada",https://www.novascotia.com/see-do/attractions/milton-blacksmith-shop-museum/1602
Minden Hills Museum & Heritage Village,"176 BOBCAYGEON ROADMINDEN, Ontario K0M 2K0 Canada",https://mindenhills.ca/museum/
Mines Capelton,"5800, CHEMIN CAPELTONNORTH HATLEY, Quebec J0B 2C0 Canada",https://www.capelton.ca/
Miniota Municipal Museum Inc.,"110 STUART AVENUEMINIOTA, Manitoba R0M 1M0 Canada",https://www.museumsmanitoba.com/en/find-a-museum-by-name/details/73
Minnedosa District Museum and Heritage Village Corp.,"100 HERITAGE PARK CRESCENTMINNEDOSA, Manitoba R0J 1E0 Canada",https://www.museumsmanitoba.com/en/find-a-museum-by-name/details/74
Minto Museum and Information Centre,"187 MAIN STREETMINTO, New Brunswick E4B 3N4 Canada",http://www.villageofminto.ca/minto-museum-and-information-center
Miracle Beach Provincial Park,"1720 MIRACLE BEACH DRIVEBLACK CREEK, British Columbia V9J 1J5 Canada",http://bcparks.ca/explore/parkpgs/miracle_bch/
Miramichi History Museum,"182 WELLINGTON STREETMIRAMICHI, New Brunswick E1N 1M2 Canada",https://tourismnewbrunswick.ca/listing/miramichi-history-museum
Mirror and District Museum,"4910 53 STREETMIRROR, British Columbia T0B 3C0 Canada",https://www.facebook.com/mirrormuseum/
Miss Margaret Robins Archives of Women's College Hospital,"76 GRENVILLE STREETTORONTO, Ontario M5S 1B2 Canada",https://www.womenscollegehospital.ca/about-wch/wch-history/the-miss-margaret-robins-archives
Mission District Historical Society,"33215 2ND AVENUEMISSION, British Columbia V2V 4L1 Canada",https://www.missiondhs.com/mdhs/
Mission House Museum & Gallery,"1050 MILL STREETCOMBERMERE, Ontario K0J 1L0 Canada",http://www.missionhousemuseum.com/index.php?whichpage=visitus
Mission Museum,"33201 2ND AVENUEMISSION, British Columbia V2V 4L1 Canada",https://www.missionmuseum.com/
